-0.169101 51.493429 2
-0.200838 51.517931 2
-0.200259 51.514325 1
-0.183773 51.497614 1
-0.160418 51.501567 1
-0.213862 51.523975 2
-0.161567 51.498077 2
-0.198587 51.505576 2
-0.190082 51.502028 1
-0.204686 51.497037 2
-0.197303 51.508884 2
-0.20927 51.516082 1
-0.196947 51.496019 1
-0.194916 51.507318 1
-0.197777 51.511499 2
-0.180416 51.48785 2
-0.169814 51.486426 2
-0.188775 51.502278 2
-0.185916 51.501694 1
-0.216922 51.515748 1
-0.18705 51.502161 1
-0.19117 51.489096 1
-0.175824 51.491016 2
-0.172593 51.492584 1
-0.165469 51.497779 1
-0.180036 51.479301 2
-0.211037 51.518806 1
-0.169792 51.490562 2
-0.195978 51.495015 1
-0.184297 51.480806 2
-0.209678 51.516717 2
-0.184329 51.501759 2
-0.205004 51.507293 1
-0.185344 51.490714 2
-0.179406 51.491521 2
-0.195132 51.494552 1
-0.216729 51.528065 2
-0.209771 51.499633 2
-0.201285 51.491949 2
-0.213002 51.50175 2
-0.167493 51.490437 1
-0.213877 51.505181 3
-0.195423 51.494467 1
-0.183885 51.498425 1
-0.194973 51.487625 2
-0.180152 51.480022 2
-0.207343 51.510117 2
-0.173611 51.495928 2
-0.165732 51.498412 2
-0.194529 51.498859 1
-0.216336 51.512322 2
-0.149982 51.485305 2
-0.210828 51.505764 1
-0.16377 51.497033 2
-0.161288 51.490699 1
-0.179115 51.495204 2
-0.188361 51.494538 1
-0.191381 51.494674 2
-0.186051 51.494682 2
-0.186532 51.482549 1
-0.159883 51.496972 2
-0.21199 51.505512 2
-0.155734 51.49268 3
-0.173478 51.495656 2
-0.186248 51.482455 1
-0.212633 51.503813 1
-0.193832 51.494622 2
-0.159393 51.498403 1
-0.19978 51.508203 2
-0.181811 51.481757 1
-0.168299 51.484694 2
-0.205302 51.510715 2
-0.17708 51.488428 2
-0.183143 51.495356 1
-0.172139 51.482326 2
-0.187113 51.486065 2
-0.190949 51.501952 2
-0.183614 51.483493 2
-0.204749 51.513764 1
-0.209811 51.516989 1
-0.209822 51.516719 2
-0.203136 51.518146 2
-0.211624 51.522232 2
-0.205722 51.518365 2
-0.215766 51.50476 2
-0.161265 51.494835 2
-0.165728 51.498502 2
-0.182837 51.48492 1
-0.179482 51.496828 2
-0.1855 51.483163 2
-0.181671 51.481665 2
-0.178904 51.482431 1
-0.198993 51.498928 2
-0.223335 51.521331 2
-0.185175 51.48046 1
-0.183904 51.490692 1
-0.17986 51.480108 1
-0.191804 51.491264 1
-0.182109 51.481492 2
-0.163374 51.499724 1
-0.17874 51.493759 2
-0.201652 51.508231 2
-0.166769 51.490515 2
-0.182615 51.501373 2
-0.197008 51.490804 2
-0.159242 51.484282 3
-0.220973 51.51536 2
-0.210219 51.517625 2
-0.197433 51.490991 2
-0.204258 51.496941 2
-0.202381 51.515347 2
-0.156843 51.49018 2
-0.186832 51.485881 2
-0.194905 51.507588 1
-0.199914 51.508474 2
-0.187387 51.486429 2
-0.222561 51.515295 2
-0.201634 51.512368 1
-0.171509 51.487262 2
-0.161426 51.501582 2
-0.208335 51.499521 2
-0.194786 51.506957 2
-0.190661 51.494663 2
-0.176061 51.481488 2
-0.159011 51.500735 2
-0.191113 51.490534 3
-0.194844 51.494548 1
-0.184506 51.493669 1
-0.198024 51.497924 1
-0.197289 51.509243 1
-0.179583 51.497909 1
-0.215085 51.525882 2
-0.167942 51.497188 1
-0.15475 51.484931 2
-0.154606 51.484929 2
-0.179457 51.479382 1
-0.204556 51.51502 2
-0.205441 51.499836 2
-0.183737 51.498513 1
-0.223867 51.529882 1
-0.157094 51.49468 1
-0.189498 51.502199 1
-0.179933 51.499983 2
-0.201322 51.498334 2
-0.160112 51.484116 2
-0.203416 51.507359 1
-0.203693 51.507633 1
-0.159385 51.484284 2
-0.215489 51.526608 2
-0.187451 51.484812 2
-0.158809 51.502171 2
-0.215359 51.526246 2
-0.201658 51.511739 2
-0.165837 51.488612 2
-0.211564 51.520073 1
-0.166571 51.488264 1
-0.170375 51.486795 2
-0.185935 51.48308 2
-0.174104 51.487212 2
-0.161579 51.490614 1
-0.184283 51.492047 2
-0.183914 51.497706 1
-0.159648 51.499216 1
-0.213705 51.505898 1
-0.214843 51.517336 1
-0.206026 51.506949 2
-0.166827 51.492674 1
-0.211878 51.501014 2
-0.167499 51.497451 2
-0.159277 51.501279 1
-0.215377 51.525797 1
-0.188001 51.492734 2
-0.177093 51.480874 2
-0.159282 51.497592 2
