1.961179362110758575e+02 2.902754472444016756e+02 0
7.486585447482192421e+02 6.837292580777996136e+02 0
2.803663733178597681e+02 5.070971353334593346e+02 1
2.389442056525976739e+02 7.270620257011518106e+01 1
9.535461798814079657e+02 1.908311499940493832e+02 1
3.242643592638171413e+02 1.631429959569028370e+02 0
6.455528487769940966e+02 8.947455577243359812e+02 1
9.872512365405493711e+02 1.762331617396405363e+02 1
9.987354778059044520e+02 8.724059544722194914e+02 1
4.010197513062205985e+02 5.606780432751238550e+02 1
6.854154735509698071e+01 6.175164775766486400e+02 0
9.644154728257105944e+02 2.464798917580621662e+02 0
9.332122149629306023e+02 2.997541681708756300e+02 0
6.036825879882583195e+02 6.513702010067423771e+02 1
6.745196038978513116e+02 5.492496610286387977e+02 0
9.866001384366732054e+02 4.784967872730164800e+02 1
5.949356473476547080e+02 1.699694778247384761e+02 1
1.463201576989764305e+02 5.390242535140556583e+02 1
6.822425979060681129e+02 6.575382692888150586e+02 1
1.530964696642425054e+02 4.883504941563871853e+02 1
3.904713846634877541e+02 9.495351432328380952e+02 1
2.793472140687662773e+02 2.168691836410476697e+02 1
6.728363865331853049e+02 1.349348796596557918e+02 1
2.962447322757604411e+02 5.622269176335208840e+02 1
4.268139518798397347e+01 2.997351558331051535e+01 0
3.352496727123711366e+02 8.706803638185567706e+01 0
2.654097689755718079e+02 8.703065472102830427e+02 1
9.061349787024796854e+01 6.710706228605674823e+02 0
7.437039551678335556e+02 9.140480713206294467e+02 1
4.287557859074132693e+02 6.355084410897709404e+02 0
2.354518865793729958e+02 3.275012640524287235e+02 0
4.372150654646902694e+02 4.231879459411372864e+02 0
9.230219631388551988e+02 5.033561797643011460e+02 0
7.711128304559547360e+02 5.583297374540308056e+01 0
6.630102125781457971e+02 7.814028779630065173e+02 1
2.858052945190938772e+02 1.461450913364708128e+02 1
4.387265119665161137e+02 8.764023874375803302e+01 0
2.079391758289840197e+02 6.284697900230324876e+02 1
9.791135561743855078e+02 2.326420339098744705e+01 0
1.214724510698013091e+02 2.433437993416487188e+01 0
6.720491329613655580e+02 8.550013571407826021e+02 1
1.324195635112264142e+02 4.816376738732042213e+02 1
4.133536627755098039e+02 5.299651033993927740e+02 1
7.177643252060003078e+02 8.515994888774725950e+02 1
7.030927054740199083e+02 5.444180449045248906e+02 1
3.146976524088018756e+00 2.061700595984551398e+02 0
2.744143201204695401e+02 3.774185368861362235e+02 0
5.400332721295952751e+02 3.851941031796271204e+02 0
5.301196692993374882e+02 7.878200868748127732e+02 1
2.770686045825609867e+01 5.116836330255615053e+02 1
2.719129773764454967e+02 8.625491764372468424e+02 1
6.549294859955067523e+02 6.481388249999240543e+02 1
4.361889768247680763e+02 1.388003614691396592e+02 1
2.951390947945193943e+02 3.091857057105123090e+02 1
