-0.000005 51.581494 2
-0.000009 51.581404 2
-0.000028 51.617106 2
-0.000029 51.419713 2
-0.000129 51.581946 1
-0.000133 51.512791 3
-0.000157 51.512252 2
-0.000181 51.564321 2
-0.000199 51.560634 2
-0.000216 51.445076 2
-0.000259 51.54283 1
-0.000304 51.545079 1
-0.000347 51.560547 1
-0.000421 51.512796 2
-0.000441 51.545261 2
-0.000451 51.607491 2
-0.000519 51.619093 1
-0.000537 51.52332 2
-0.000545 51.539597 1
-0.000656 51.425119 2
-0.000656 51.510732 3
-0.000779 51.471705 2
-0.000787 51.560375 3
-0.000954 51.592751 2
-0.000969 51.539784 1
-0.001101 51.540056 2
-0.001129 51.631513 2
-0.001196 51.521443 1
-0.00123 51.540418 2
-0.001246 51.51371 2
-0.00129 51.568657 1
-0.001471 51.541501 1
-0.001476 51.600584 2
-0.00148 51.600494 2
-0.001484 51.600404 2
-0.001514 51.540513 2
-0.001522 51.540333 2
-0.001585 51.512546 2
-0.001651 51.54726 1
-0.001654 51.540605 1
-0.001658 51.540515 2
-0.001743 51.541866 1
-0.001747 51.436379 2
-0.001769 51.600499 2
-0.001779 51.580535 1
-0.00179 51.540787 2
-0.001895 51.541688 1
-0.001977 51.605629 2
-0.001987 51.585665 2
-0.001989 51.605359 4
-0.001998 51.618309 1
-0.002146 51.618221 2
-0.002233 51.445021 2
-0.002241 51.444841 2
-0.002242 51.421729 1
-0.002297 51.46004 1
-0.002416 51.631805 1
-0.00242 51.631715 2
-0.002429 51.549252 2
-0.002522 51.566879 2
-0.002569 51.592149 2
-0.00266 51.580191 2
-0.002812 51.580013 2
-0.002873 51.575338 2
-0.002953 51.580106 2
-0.002957 51.580016 2
-0.002993 51.62525 1
-0.003101 51.580018 1
-0.003113 51.60277 2
-0.003273 51.579392 1
-0.003325 51.423276 2
-0.003355 51.458889 2
-0.003397 51.579844 1
-0.003621 51.512131 1
-0.003664 51.583625 2
-0.003689 51.579759 2
-0.003804 51.44199 2
-0.003862 51.453862 1
-0.00391 51.459348 1
-0.003955 51.560519 1
-0.003986 51.579584 2
-0.003997 51.536508 2
-0.004001 51.424277 2
-0.00404 51.545412 2
-0.00413 51.579586 2
-0.004141 51.457374 3
-0.004156 51.536151 3
-0.004165 51.588669 1
-0.004261 51.457915 1
-0.004269 51.424731 2
-0.004297 51.536244 2
-0.004418 51.589483 2
-0.004464 51.591732 1
-0.004485 51.551715 1
-0.004521 51.557471 2
-0.004581 51.536339 2
-0.004612 51.591645 2
-0.004661 51.51143 1
-0.004667 51.554146 1
-0.004897 51.535714 1
-0.004897 51.591739 1
-0.004905 51.59156 2
-0.004929 51.511884 3
-0.004962 51.507838 2
-0.004997 51.536705 2
-0.00508 51.534818 2
-0.005104 51.425375 2
-0.005134 51.536887 2
-0.005151 51.552985 1
-0.005179 51.568813 2
-0.005279 51.553347 2
-0.005337 51.555326 2
-0.005392 51.554068 1
-0.00544 51.625471 2
-0.005485 51.535455 4
-0.005496 51.535185 1
-0.005644 51.535098 2
-0.005652 51.534918 3
-0.005673 51.600386 3
-0.005764 51.568643 2
-0.00579 51.571341 1
-0.005854 51.461 2
-0.00587 51.556324 1
-0.005933 51.535103 2
-0.005937 51.535013 2
-0.006025 51.579169 3
-0.006029 51.569187 1
-0.006036 51.578899 2
-0.006096 51.534656 2
-0.006097 51.511544 1
-0.006101 51.630159 1
-0.006199 51.571888 2
-0.006271 51.557051 2
-0.006322 51.489875 2
-0.006403 51.557323 2
-0.006407 51.445002 2
-0.006503 51.591317 1
-0.006616 51.460024 2
-0.006664 51.557957 2
-0.006672 51.557777 2
-0.006796 51.591232 2
-0.006896 51.509759 2
-0.006899 51.509669 1
-0.006899 51.509669 3
-0.006929 51.578285 1
-0.006969 51.451936 2
-0.007081 51.558323 2
-0.007085 51.578018 1
-0.007088 51.591147 2
-0.007121 51.511202 2
-0.00722 51.571635 2
-0.007292 51.510575 2
-0.007387 51.505091 2
-0.007407 51.504642 1
-0.007468 51.509859 1
-0.007514 51.512108 2
-0.007705 51.511032 2
-0.007736 51.533425 1
-0.007785 51.453029 2
-0.00787 51.50393 2
-0.00787 51.50393 3
-0.008032 51.53325 1
-0.008035 51.513376 2
-0.008051 51.559239 1
-0.008051 51.559239 2
-0.008091 51.588017 1
-0.008147 51.514097 2
-0.008163 51.513737 2
-0.00819 51.58577 2
-0.008274 51.507894 2
-0.00828 51.514369 3
-0.008309 51.507085 2
-0.008313 51.506995 2
-0.008331 51.559424 1
-0.008405 51.570936 2
-0.008406 51.442068 3
-0.008409 51.570846 2
-0.008479 51.513113 2
-0.008483 51.513023 2
-0.008491 51.572286 1
-0.008501 51.502682 2
-0.008506 51.571927 1
-0.00854 51.462125 2
-0.00855 51.557719 2
-0.008565 51.626694 2
-0.008566 51.451603 2
-0.008695 51.567613 1
-0.008707 51.590455 1
-0.008741 51.507093 3
-0.008763 51.638657 2
-0.008824 51.515098 2
-0.008987 51.567528 1
-0.009035 51.500353 2
-0.009036 51.559796 2
-0.009103 51.508717 2
-0.009133 51.511326 2
-0.009133 51.511326 3
-0.009133 51.574096 2
-0.009246 51.435967 2
